ID,Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit
115,234,US-2020-100930,4/7/2020,4/12/2020,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,South,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,5.328,2,-3.552
116,235,US-2020-100930,4/7/2020,4/12/2020,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,South,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.072,3,0
117,236,US-2020-100930,4/7/2020,4/12/2020,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,South,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,617.976,3,-7.7247
118,237,CA-2020-160514,11/12/2020,11/16/2020,Standard Class,DB-13120,David Bremer,Corporate,United States,Santa Clara,California,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56,2,4.752
119,238,CA-2019-157749,6/4/2019,6/9/2019,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,25.92,5,9.396
120,239,CA-2019-157749,6/4/2019,6/9/2019,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,5,-356.728
121,240,CA-2019-157749,6/4/2019,6/9/2019,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,11.688,3,-4.6752
122,241,CA-2019-157749,6/4/2019,6/9/2019,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,31.984,2,11.1944
123,242,CA-2019-157749,6/4/2019,6/9/2019,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,177.225,5,-120.513
124,243,CA-2019-157749,6/4/2019,6/9/2019,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.044,3,-2.8308
125,244,CA-2019-157749,6/4/2019,6/9/2019,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,2,1.2038
126,250,CA-2019-154739,12/10/2019,12/15/2019,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Francisco,California,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,28.1372
127,251,CA-2019-145625,9/11/2019,9/17/2019,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,West,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,3.5767
128,252,CA-2019-145625,9/11/2019,9/17/2019,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,3347.37,13,636.0003
129,253,CA-2019-146941,12/10/2019,12/13/2019,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,East,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",80.58,6,22.5624
130,254,CA-2019-146941,12/10/2019,12/13/2019,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,East,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,4,162.864
131,259,CA-2020-163139,12/1/2020,12/3/2020,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,20.37,3,6.9258
132,260,CA-2020-163139,12/1/2020,12/3/2020,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,East,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,221.55,3,6.6465
133,261,CA-2020-163139,12/1/2020,12/3/2020,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,17.52,5,6.132
134,262,US-2020-155299,6/8/2020,6/12/2020,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Pasadena,Texas,Central,OFF-AP-10002203,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624,2,-4.466
135,265,CA-2019-125318,6/6/2019,6/13/2019,Standard Class,RC-19825,Roy Collins,Consumer,United States,Chicago,Illinois,Central,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,328.224,4,28.7196
136,267,CA-2020-136826,6/16/2020,6/20/2020,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Chapel Hill,North Carolina,South,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",14.016,3,4.7304
137,268,CA-2019-111010,1/22/2019,1/28/2019,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Morristown,New Jersey,East,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,7.56,6,0.3024
138,269,US-2020-145366,12/9/2020,12/13/2020,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Cincinnati,Ohio,East,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,37.208,1,-7.4416
139,270,US-2020-145366,12/9/2020,12/13/2020,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Cincinnati,Ohio,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576,3,21.591
140,271,CA-2020-163979,12/28/2020,1/2/2019,Second Class,KH-16690,Kristen Hastings,Corporate,United States,San Francisco,California,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725.84,4,210.4936
141,275,CA-2020-118136,9/16/2020,9/17/2020,First Class,BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,2,4.0572
142,276,CA-2020-118136,9/16/2020,9/17/2020,First Class,BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,West,OFF-AR-10001427,Office Supplies,Art,Newell 330,5.98,1,1.5548
143,277,CA-2020-132976,10/13/2020,10/17/2020,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10000673,Office Supplies,Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",11.648,2,4.0768
144,278,CA-2020-132976,10/13/2020,10/17/2020,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",18.176,4,5.9072
145,279,CA-2020-132976,10/13/2020,10/17/2020,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,59.712,6,5.9712
146,280,CA-2020-132976,10/13/2020,10/17/2020,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-LA-10002043,Office Supplies,Labels,Avery 489,24.84,3,8.694
147,287,CA-2019-112697,12/18/2019,12/20/2019,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,South,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,254.058,7,-169.372
148,288,CA-2019-112697,12/18/2019,12/20/2019,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,South,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.528,2,24.316
149,289,CA-2019-112697,12/18/2019,12/20/2019,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,South,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,961.48,5,-204.3145
150,290,CA-2019-110772,11/20/2019,11/24/2019,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,East,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,19.096,7,6.6836
151,291,CA-2019-110772,11/20/2019,11/24/2019,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,East,OFF-LA-10004689,Office Supplies,Labels,Avery 512,18.496,8,6.2424
152,292,CA-2019-110772,11/20/2019,11/24/2019,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,East,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,255.984,2,54.3966
153,293,CA-2019-110772,11/20/2019,11/24/2019,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3,-48.7032
154,299,CA-2019-142545,10/28/2019,11/3/2019,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,East,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,32.4,5,15.552
155,300,CA-2019-142545,10/28/2019,11/3/2019,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082.48,8,10.8248
156,301,CA-2019-142545,10/28/2019,11/3/2019,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,56.91,3,27.3168
157,302,CA-2019-142545,10/28/2019,11/3/2019,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,38.024
158,303,CA-2019-142545,10/28/2019,11/3/2019,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,East,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28,1,6.5688
159,304,US-2020-152380,11/19/2020,11/23/2020,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Chicago,Illinois,Central,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,219.075,3,-131.445
160,309,CA-2020-126774,4/15/2020,4/17/2020,First Class,SH-20395,Shahid Hopkins,Consumer,United States,Arlington,Virginia,South,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.89,1,2.0049
161,310,CA-2019-142902,9/12/2019,9/14/2019,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136,4,3.5948
162,311,CA-2019-142902,9/12/2019,9/14/2019,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768,2,52.5114
163,312,CA-2019-142902,9/12/2019,9/14/2019,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,West,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1,1.7136
164,313,CA-2019-142902,9/12/2019,9/14/2019,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,6.264,3,2.0358
165,324,CA-2019-162138,4/23/2019,4/27/2019,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52,6,81.744
166,325,CA-2019-162138,4/23/2019,4/27/2019,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,99.99,1,34.9965
167,326,CA-2020-153339,11/3/2020,11/5/2020,Second Class,DJ-13510,Don Jones,Corporate,United States,Murfreesboro,Tennessee,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,1,0.9995
168,327,US-2019-141544,8/30/2019,9/1/2019,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,290.898,3,-67.8762
169,328,US-2019-141544,8/30/2019,9/1/2019,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224,2,3.389
170,329,US-2019-141544,8/30/2019,9/1/2019,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.744,4,-258.5016
171,330,US-2019-141544,8/30/2019,9/1/2019,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,10,33.831
172,331,US-2019-141544,8/30/2019,9/1/2019,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.764,6,-27.6936
173,332,US-2019-150147,4/25/2019,4/29/2019,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,82.8,2,-20.7
174,333,US-2019-150147,4/25/2019,4/29/2019,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.724,2,-13.816
175,334,US-2019-150147,4/25/2019,4/29/2019,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896,3,-3.4272
176,346,CA-2020-169901,6/15/2020,6/19/2020,Standard Class,CC-12550,Clay Cheatham,Consumer,United States,San Francisco,California,West,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,3,4.7976
177,347,CA-2020-134306,7/8/2020,7/12/2020,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,East,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.56,3,3.0996
178,348,CA-2020-134306,7/8/2020,7/12/2020,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,East,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,24.56,2,11.5432
179,349,CA-2020-134306,7/8/2020,7/12/2020,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,East,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",12.96,2,4.1472
180,350,CA-2019-129714,9/1/2019,9/3/2019,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1,2.3086
181,351,CA-2019-129714,9/1/2019,9/3/2019,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,2,11.5432
182,352,CA-2019-129714,9/1/2019,9/3/2019,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.048,1,1.0668
183,353,CA-2019-129714,9/1/2019,9/3/2019,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,49.12,4,23.0864
184,354,CA-2019-129714,9/1/2019,9/3/2019,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.168,4,1415.4296
185,355,CA-2019-138520,4/8/2019,4/13/2019,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,East,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,388.704,6,-4.8588
186,356,CA-2019-138520,4/8/2019,4/13/2019,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,East,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8.26,2,3.7996
187,357,CA-2019-138520,4/8/2019,4/13/2019,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04,4,6.9864
188,358,CA-2019-138520,4/8/2019,4/13/2019,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",34.4,5,15.824
189,359,CA-2019-130001,4/23/2019,4/28/2019,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Charlotte,North Carolina,South,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,36.24,5,11.325
190,360,CA-2020-155698,3/8/2020,3/11/2020,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,South,OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,8,168.4384
191,361,CA-2020-155698,3/8/2020,3/11/2020,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,South,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,9.936
192,362,CA-2020-144904,9/25/2020,10/1/2020,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,East,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,9.936
193,363,CA-2020-144904,9/25/2020,10/1/2020,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,488.646,3,86.8704
194,364,CA-2020-144904,9/25/2020,10/1/2020,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,East,OFF-AR-10003732,Office Supplies,Art,Newell 333,5.56,2,1.4456
195,365,CA-2020-144904,9/25/2020,10/1/2020,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,East,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,8,20.7328
196,367,CA-2019-155516,10/21/2019,10/21/2019,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,East,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,23.2,4,10.44
197,368,CA-2019-155516,10/21/2019,10/21/2019,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,East,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,7.36,2,0.1472
198,369,CA-2019-155516,10/21/2019,10/21/2019,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,East,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,104.79,7,29.3412
199,370,CA-2019-155516,10/21/2019,10/21/2019,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92,4,271.4192
